Coordinates
"[-40.7585374, 175.1470152]"
"[51.31091645, 0.18667083121820838]"
"[8.60195695, -79.60271829690575]"
"[-33.9873953, 18.34977760437606]"
"[-34.7727146, 138.4981585]"
"[-20.40843955, 166.5363795991953]"
"[-20.40843955, 166.5363795991953]"
"[0.3208235, 9.4952738]"
"[30.294829399999998, -81.39771596636882]"
"[47.2090696, -124.200381]"
"[32.7978268, -117.2403183]"
"[36.6211382, -121.9178014]"
"[36.6211382, -121.9178014]"
"[37.6138253, -122.4869194]"
"[27.6326166, -97.2319647]"
"[26.8445017, -97.3677593]"
"[27.04553605, -97.39789075348415]"
"[46.3412952, -67.4628305]"
"[28.40536675, -81.58247506242841]"
"[20.9161277, -156.3832272213465]"
"[-21.289441, -43.4175347]"
"[36.8673852, -121.8183169]"
"[39.5695818, 2.6500745]"
"[26.6279798, -80.4494174]"
"[26.6279798, -80.4494174]"
"[26.7781183, -80.0355962]"
"[26.7056172, -80.0361517]"
"[26.6279798, -80.4494174]"
"[33.6786618, -78.9751166]"
"[-16.7546685, 145.67200675593682]"
"[-18.726486, 146.6057856762452]"
"[32.1768014, -80.7175758]"
"[35.35026435, -75.82710667972032]"
"[30.0374268, -84.3876768]"
"[9.1186595, -79.756635]"
"[30.1600827, -85.6545729]"
"[47.9049984, -94.0733871]"
"[17.738611, -101.636389]"
"[19.788864, -155.0931249]"
"[-37.6972583, 176.2848441]"
"[-37.6972583, 176.2848441]"
"[-38.1893528, 147.4240851]"
"[28.1236484, -80.575771]"
"[28.12303205, -80.57537687455363]"
"[20.4735288, -86.97969874416142]"
"[-7.1219366, -36.7246845]"
"[10.1971491, -83.6476156]"
"[-30.3225, 30.7377778]"
"[-33.8215352, 151.0860852]"
"[32.3351978, -80.6923295]"
"[45.244721, -80.1678277]"
"[39.214687850000004, -76.53455384387908]"
"[38.246242, 21.7350847]"
"[28.2422228, -80.60910739343556]"
"[20.909022, -156.4904386]"
"[33.4293486, -79.1215912]"
"[33.4300682, -79.1466414]"
"[-33.8599252, 151.1960702]"
"[50.7278506, -127.39630281249246]"
"[-37.70463735, 144.91668673786143]"
"[28.168189599999998, -80.58789799176321]"
"[-26.820482300000002, 153.11359750696028]"
"[-35.8492485, 137.750585]"
"[30.3342348, -87.1350979]"
"[30.388064, -87.18767789386679]"
"[30.421309, -87.2169149]"
"[30.3180487, -87.42592753140273]"
"[-26.4810973, 153.0961801]"
"[-31.9527121, 115.8604796]"
"[47.7934306, -64.7951427]"
"[-21.3538884, 55.5646526]"
"[-41.2261078, 174.87963543096026]"
"[8.275422, 98.50057749043717]"
"[-38.5074036, 145.18848037908447]"
"[-25.28138095, 152.8836469366531]"
"[-25.2892913, 152.8347653]"
"[44.9896958, 6.1644559]"
"[44.9896958, 6.1644559]"
"[52.2497669, -2.5207344]"
"[-23.7074096, -47.4252319]"
"[-23.7074096, -47.4252319]"
"[-8.17337955, -34.91544497000476]"
"[-8.17337955, -34.91544497000476]"
"[-8.1756855, -34.9187594]"
"[-43.6867452, 172.8999544]"
"[31.9424366, -81.0884429]"
"[37.0532901, -121.4938309]"
"[37.1815562, -122.3945402]"
"[37.50117975, -122.47475711173999]"
"[-37.6368221, 176.1794765891454]"
"[43.0832807, -5.9008667]"
"[40.0209763, -0.6549547]"
"[-8.0963033, -34.8946884]"
"[27.8778904, -82.7329309]"
"[27.990289349999998, -82.73800260648616]"
"[-21.1448083, 148.9559904]"
"[37.9853704, 23.7315873]"
"[29.20555215, -94.9369341717906]"
"[35.1427533, -120.6412827]"
"[35.1427533, -120.6412827]"
"[-34.0458897, 22.8376684]"
"[-34.845655, -55.2959105]"
"[19.28905915, -69.66351127099202]"
"[23.1466581, -82.34950921426996]"
"[19.2144405, -96.176169]"
"[19.13300905, -96.10243364360136]"
"[18.318094600000002, -65.31770573417367]"
"[8.5068135, -79.91722068910133]"
"[17.9533486, -66.4006254]"
"[-34.5960107, -54.1247295650963]"
"[28.6548961, -80.6308632]"
"[28.6548961, -80.6308632]"
"[32.531755, -117.116418]"
"[36.96569, -121.9649818]"
"[-34.052778, 23.369444]"
"[39.9512092, -74.1589506]"
"[19.4598015, -154.8444875]"
"[-20.9369364, 165.3342587]"
"[35.2581374, -120.8941627]"
"[28.6797169, -96.5602537]"
"[34.448613, -120.4717299]"
"[47.2821474, -115.5587628]"
"[41.3653803, -71.4867226]"
"[-38.2725073, 144.6136725]"
"[-27.564732900000003, 153.44873819512986]"
"[-32.9840684, 137.7804351]"
"[-31.314908, 152.9754159]"
"[34.7560379, -120.6372536]"
"[36.3053579, -121.8991859]"
"[-25.2566014, 152.825305]"
"[48.4978181, 0.7120995]"
"[-4.7264693, 55.5227825]"
"[-20.0060689, 57.5610047]"
"[48.3544803, -4.5586374]"
"[-33.9867144, 25.673017796220613]"
"[-33.9867144, 25.673017796220613]"
"[-5.5223906, 151.5187333]"
"[26.775686200000003, -80.03264495495392]"
"[29.0768758, -80.9084323]"
"[29.064569849999998, -80.91515395883673]"
"[29.064569849999998, -80.91515395883673]"
"[29.0963729, -80.9369983]"
"[29.0768758, -80.9084323]"
"[29.0768758, -80.9084323]"
"[29.0963729, -80.9369983]"
"[38.5321187, -0.15778347680986604]"
"[-26.840508, 32.883046]"
"[30.0332574, -90.0620163]"
"[30.2396865, -81.3856384]"
"[30.2396865, -81.3856384]"
"[30.2274645, -81.3800824]"
"[45.2273829, 13.5956941]"
"[-66.66477085, 128.49336681367822]"
"[-33.5981844, 26.8914772]"
"[27.8332175, -97.0618324]"
"[-32.4908819, 137.7639874]"
"[11.6645348, 92.7390448]"
"[29.3799791, -94.7645679]"
"[-38.6196293, 142.995366]"
"[-16.4845983, 145.4636294]"
"[54.2246496, -130.2921229]"
"[-33.9617051, 25.6207519]"
"[-33.9617051, 25.6207519]"
"[-33.0205285, 137.9993185]"
"[-20.3111814, 118.5801181]"
"[-33.8257943, 151.2798261]"
"[41.3750937, -74.692663]"
"[-32.3566915, 115.7404025]"
"[28.6149968, -96.6260892]"
"[9.6565819, -82.7554661]"
"[-20.1637281, 57.5045331]"
"[26.51291085, -78.64201006223487]"
"[-37.8333613, 144.9219203]"
"[-9.4743301, 147.1599504]"
"[-38.104171699999995, 144.7799572472116]"
"[-38.104171699999995, 144.7799572472116]"
"[-37.835636550000004, 144.94455605000002]"
"[-34.8132157, 138.5348444]"
"[32.3790843, -80.6926069]"
"[45.5335735, -61.0912594]"
"[31.263235, 32.305505]"
"[-30.742778, 30.450556]"
"[-34.7404879, 135.8713438]"
"[40.5811024, -76.0250406]"
"[-31.6204519, 29.5453373]"
"[-34.1853492, 138.1553794]"
"[47.6397969, -3.4540487]"
"[25.9585929, -81.51080048063616]"
"[53.162222, -7.191111]"
"[45.5202471, -122.6741949]"
"[21.27165085, -157.69697935661395]"
"[-12.40418725, 130.9106529762714]"
"[-46.411485400000004, 51.66859411424258]"
"[-20.2316547, 164.029894]"
"[45.4611225, -84.7147643]"
"[26.90338075, -77.4784221933587]"
"[-7.91053175, -34.82268158051778]"
"[-29.6279413, -50.2419844]"
"[-8.030762150000001, -34.861013929644955]"
"[-2.4792128, -44.2275766]"
"[-8.2010027, -34.944718735337844]"
"[-8.0945226, -34.88177357639173]"
"[-46.0393449, 166.77246533657666]"
"[60.615, -147.1680556]"
"[40.525526, -74.2000583]"
"[-36.8446829, 174.7603376]"
"[-34.349859, 18.833741]"
"[-7.86316, 113.30510534699638]"
"[54.7209394, 20.4803674]"
"[46.0682488, 6.5680497]"
"[41.8239891, -71.4128343]"
"[36.1809, -5.38614]"
"[44.8702281, 13.8455311]"
"[2.4474130499999998, 104.52145533975488]"
"[4.2273633, 100.5590779099177]"
"[40.3846927, 17.3556699]"
"[-9.7198062, 124.4564168]"
"[21.5852655, -157.88898114549002]"
"[10.3748896, -64.4586432]"
"[36.7880597, 14.4943956]"
"[9.137402999999999, -83.2367061197298]"
"[50.7861817, -1.0378028]"
"[18.473687, -66.938211]"
"[-32.8802778, 28.0980556]"
"[-33.7823916, 151.2854011]"
"[-33.7823916, 151.2854011]"
"[13.770409, 109.232667]"
"[-4.1984592, 152.1728287]"
"[-37.821503, 174.812264]"
"[50.8231865, -126.91024007009347]"
"[31.50462865, 48.88635720435218]"
"[51.3334726, 1.4196476]"
"[32.1232263, -80.8970055]"
"[-15.122446100000001, -147.54620895959283]"
"[40.4742734, -74.1806989]"
"[-21.247552849999998, -159.77610904284523]"
"[27.9764205, 34.4017438]"
"[-21.2242595, 55.315343]"
"[30.0738294, -97.2780467]"
"[9.34465715, -82.16946577276678]"
"[-34.043323349999994, 115.00148208318355]"
"[36.6444226, -75.9624731710183]"
"[-33.014438, 151.7201076]"
"[33.8455911, -118.3886766]"
"[34.462428599999996, -120.04799240579183]"
"[6.98404285, -74.5488049638215]"
"[18.79274175, -110.98203134657055]"
"[16.77334775, -99.79586068921886]"
"[24.75926685, 81.65500021078341]"
"[-17.9131422, 178.4041618]"
"[43.998274, 12.6474368]"
"[-28.7707857, 32.0577775]"
"[-33.5489533, 27.0029414]"
"[45.3271752, 14.4412309]"
"[43.9470982, 12.630768610516004]"
"[-22.8168746, -43.12721260229635]"
"[13.6504714, 144.8623281]"
"[44.2592474, 9.4266038]"
"[9.9681588, 76.2431258]"
"[34.9983593, 43.5712969]"
"[-33.97049815, 114.98656441772377]"
"[26.784343, -80.0650293]"
"[26.784343, -80.0650293]"
"[-34.080205, 23.371219141913983]"
"[-34.080205, 23.371219141913983]"
"[-34.1012447, 23.3834476]"
"[-33.645013500000005, 18.39984813775787]"
"[48.37904005, 2.506962537676886]"
"[45.3555264, 5.9091743]"
"[-20.1088905, 57.7185331]"
"[25.0767814, -80.4602875]"
"[50.855863150000005, 0.5930973604432969]"
"[40.9012101, -74.5143232]"
"[45.613598, -123.943147]"
"[-29.7926422, 31.0477719]"
"[-23.3782137, 150.5134227]"
"[28.0205733, -97.0544341]"
"[28.0299422, -97.046969]"
"[45.555198, -60.9509796]"
"[35.5935134, -75.4679358]"
"[-17.99496, 122.32191]"
"[9.3956422, 167.4769398]"
"[35.6175781, -84.2313052]"
"[46.3894251, -106.6296053]"
"[45.2441952, -64.4554997]"
"[-19.3090595, 146.7688108]"
"[55.8447954, -5.0534964]"
"[-32.006974, 115.5041886]"
"[27.56125475, -80.32671282569484]"
"[23.673854900000002, -74.87082362748266]"
"[26.7633325, 33.9383817]"
"[59.9833333, -148.2166667]"
"[40.997906900000004, -72.29203183093415]"
"[22.3822489, 114.2728277]"
"[22.2910354, 114.29099672279156]"
"[12.453577150000001, 99.98164063084005]"
"[34.6619649, 134.0373123]"
"[10.7758439, 106.7017555]"
"[48.3832725, 7.4718731]"
"[16.3327353, -61.698147]"
"[34.3082086, 133.8698532]"
"[-33.0347222, 18.0097222]"
"[40.419441649999996, 15.310756230322482]"
"[16.1825, -95.195833]"
"[38.33872845, -123.06814965031306]"
"[38.33872845, -123.06814965031306]"
"[38.350472, -123.0622242]"
"[40.65432465, 22.931475880779768]"
"[41.0768193, 1.1440411]"
"[41.0103752, -73.5965138]"
"[41.0103752, -73.5965138]"
"[34.697436, -76.796454]"
"[-32.0176315, 152.55563291506522]"
"[35.54018, -75.4729347]"
"[-10.6126179, 150.6641471]"
"[24.212098400000002, -76.47769675952534]"
"[32.9950303, -117.2523168]"
"[12.54799665, -81.70438035412641]"
"[37.5036599, 15.084420208181818]"
"[17.31569295, -62.74468058526273]"
"[32.9637838, -116.7706277]"
"[32.7174202, -117.1627728]"
"[37.7790262, -122.419906]"
"[37.71402905, -122.30779415179862]"
"[37.3226295, -122.4037341]"
"[18.465299, -66.116666]"
"[16.6734485, 120.33398699028517]"
"[37.2635256, -109.3592245]"
"[28.35197555, -16.623953061265908]"
"[28.9964124, -95.231638]"
"[37.496904, -122.3330573]"
"[34.045202450000005, -120.37952995411791]"
"[33.34913125, -117.5248882169962]"
"[33.3803575, -117.5736037]"
"[-20.3239734, -40.321370735213904]"
"[45.4401467, 4.3873058]"
"[43.1006951, 10.5387914]"
"[27.9535055, -82.82830261059738]"
"[43.289688600000005, -73.64401597869579]"
"[51.9926667, -0.0786973]"
"[-37.840890200000004, 144.91492843259698]"
"[52.8427652, 0.43181369114495116]"
"[23.3274494, -75.1289272]"
"[40.441777849999994, -74.02931578098375]"
"[40.4617172, -74.0020328]"
"[26.440359, -82.1137049]"
"[41.6051071, 1.5594406]"
"[34.241506799999996, -119.86659009489163]"
"[34.7136533, -119.9858232]"
"[33.38890375, -118.42392875335277]"
"[28.469648, -16.2540884]"
"[36.9743626, -122.0294673]"
"[42.1291881, -90.1915172]"
"[13.8250489, -60.975036]"
"[43.0570689, 12.5771467]"
"[7.4932709, 122.8387544]"
"[34.0194704, -118.4912273]"
"[30.3466423, -86.2307992]"
"[30.369163399999998, -87.0327138779539]"
"[20.0214637, -75.8294928]"
"[18.4466626, -66.0686837]"
"[37.808527350000006, -25.473085286479595]"
"[12.78257155, 44.972193760121215]"
"[27.3506005, -82.5720423]"
"[27.1813609, -82.3609195]"
"[27.3422181, -82.5476086202379]"
"[16.1590542, -61.5848415]"
"[28.1523721, -15.691214504557774]"
"[-34.0358605, 25.5028049]"
"[28.1761233, -80.5900519]"
"[18.2193686, -78.1326673]"
"[32.080653350000006, -81.08773763132558]"
"[25.0864501, -76.1305518]"
"[61.7351868, 24.4671486]"
"[-9.131910099999999, 159.81146659428515]"
"[44.2334238, 8.252572737021062]"
"[-16.46410955, 145.98767618249968]"
"[54.2820009, -0.4011868]"
"[-27.2078999, 153.108718]"
"[-31.924063, 115.8462398]"
"[26.645593599999998, -77.07431117946257]"
"[-30.286041, 30.754365]"
"[15.214469, -61.3733577]"
"[-27.2469557, 153.11118304644785]"
"[40.3615488, -73.9742051]"
"[40.1320592, -74.0345813]"
"[32.1249294, -80.78680687506075]"
"[32.127922299999994, -80.79150366959024]"
"[-33.9172222, 18.3922222]"
"[38.7149778, -123.455009]"
"[34.6977231, -76.7067172]"
"[33.2086527, -115.8438871]"
"[28.405160350000003, -81.46392107185349]"
"[40.3614832, -73.972169]"
"[42.882297449999996, -70.8149502675951]"
"[-37.8677992, 144.8410816]"
"[33.7423967, -118.1055926]"
"[43.4159283, -66.012065]"
"[-34.2127044, 24.8361426]"
"[33.3070186, -118.306743]"
"[27.9691508, -80.6583328]"
"[36.62593, -121.8169383456945]"
"[33.8528031, -117.9501108]"
"[39.9267808, -74.0763847]"
"[40.5953104, -74.0630919]"
"[27.8557604, -80.4535013]"
"[27.8557604, -80.4535013]"
"[27.869573449999997, -80.45631460033707]"
"[27.816415, -80.4706078]"
"[-31.64758075, 29.520781591695737]"
"[-31.64758075, 29.520781591695737]"
"[-35.5146849, 138.2192418]"
"[-34.8389257, 138.4828377]"
"[29.2848028, -81.0399881]"
"[-34.83706065, 150.75398192278212]"
"[-26.32617975, 114.31791770525459]"
"[-33.6105922, 26.8912157]"
"[27.8644422, 34.295447]"
"[27.8644422, 34.295447]"
"[30.4574266, 48.035851]"
"[30.4574266, 48.035851]"
"[30.4574266, 48.035851]"
"[40.5912161, -73.9445822]"
"[-29.4859773, 31.2505367]"
"[35.1552532, -120.6723949]"
"[30.12983825, -85.731082329139]"
"[-34.064146199999996, 151.15546489014878]"
"[-28.8628884, 153.59489999931168]"
"[-31.4593217, 152.9261099]"
"[-35.5437806, 150.3920202]"
"[40.0304212, -124.0730866]"
"[28.3581532, -80.6070489]"
"[22.30713445, 114.29059324306594]"
"[39.6496005, -74.1757169]"
"[-35.14181285, 150.39164649482632]"
"[40.3724452, -73.9761734]"
"[40.3724452, -73.9761734]"
"[27.275596, -82.5561626939674]"
"[-18.1381611, 177.5077794]"
"[22.3232865, 114.2731118]"
"[-5.0547988, 119.6509023]"
"[48.9798012, -84.3382492]"
"[41.9144765, -87.7114452]"
"[53.544655750000004, -7.51004192672457]"
"[48.9798012, -84.3382492]"
"[-34.1922374, 18.4338418]"
"[37.92694175, -8.74993786808114]"
"[1.357107, 103.8194992]"
"[28.591506, -81.2734379]"
"[-17.9983926, 177.5855315]"
"[26.7850625, -80.0375408]"
"[26.7850625, -80.0375408]"
"[26.7850625, -80.0375408]"
"[32.188496349999994, -80.69951085954074]"
"[43.358917649999995, -8.833516529244704]"
"[59.8530333, 10.6520056]"
"[40.6555122, 45.8081681]"
"[42.3225125, -90.4309615]"
"[46.5963424, -60.4042169]"
"[29.0682964, -80.91369838288082]"
"[29.0682964, -80.91369838288082]"
"[-33.1869285, 151.6282982]"
"[12.5074541, 53.89302205731492]"
"[-27.5678541, 32.6531764]"
"[-34.1602596, 18.3300608]"
"[32.9905597, -117.2691316]"
"[25.590320650000002, -80.16112788549239]"
"[-38.3457059, 144.7247571]"
"[25.7744291, -80.1332415]"
"[27.63248875, -80.35215828285288]"
"[-29.862027400000002, 31.037410200593246]"
"[27.4624644, -80.30330967833433]"
"[25.7744291, -80.1332415]"
"[46.88893875, -124.1064587]"
"[-35.8483333, 150.1677778]"
"[-43.3485275, 147.2347864]"
"[-43.6212171, 146.794109]"
"[22.249403700000002, 114.14951375]"
"[-34.0575259, 151.1523851]"
"[32.1341694, -80.7711149]"
"[-28.4958914, 153.547628]"
"[-33.8329686, 151.2804991]"
"[30.25390995, -81.39153011919214]"
"[29.1002394, -95.1034981]"
"[25.7744291, -80.1332415]"
"[-33.7173025, 151.30017214734724]"
"[34.3507396, -80.0921413]"
"[26.1036887, -97.1646938]"
"[26.07139455, -97.15873837249893]"
"[-31.997404250000002, 115.8725372894501]"
"[-33.798075, 151.288662]"
"[-33.798075, 151.288662]"
"[-27.8434564, 153.41903]"
"[-37.9636883, 144.710477825]"
"[-30.8943859, 153.040677]"
"[22.249403700000002, 114.14951375]"
"[37.697278, -123.0029949]"
"[43.4559174, -65.7439189]"
"[-15.3803005, 34.62701]"
"[53.6475988, -3.0041751]"
"[53.6423655, -3.0012096]"
"[53.6474931, -3.0075373]"
"[33.921563, -78.0202677]"
"[26.94674895, -77.537610305919]"
"[28.3271344, -80.6083861]"
"[26.3821522, -80.06830011751708]"
"[25.540233649999998, -76.96062327369937]"
"[28.0474995, -80.54754743557038]"
"[57.6726898, -3.088846]"
"[20.9089792, -156.40801376699955]"
"[40.1535132, -74.0293941]"
"[29.8508613, -81.2716634]"
"[29.8508613, -81.2716634]"
"[29.8946952, -81.3145395]"
"[29.8946952, -81.3145395]"
"[27.3900897, -80.457904]"
"[30.131226849999997, -85.7360288160103]"
"[29.8946952, -81.3145395]"
"[29.8946952, -81.3145395]"
"[29.8508613, -81.2716634]"
"[29.8946952, -81.3145395]"
"[29.8946952, -81.3145395]"
"[-45.91219425, 170.4896321984728]"
"[17.7733057, -64.8107005]"
"[-34.171676, 24.832916]"
"[51.963994099999994, -5.829077760003903]"
"[-33.8241667, 25.6569444]"
"[-33.8487607, 25.6368531]"
"[-32.7583333, 18.0277778]"
"[32.3868607, -80.5606622]"
"[-27.38742905, 153.23528286814974]"
"[50.2149064, -5.4795083]"
"[12.0577635, -61.7482017]"
"[18.322177, -64.7495815]"
"[-37.868095249999996, 144.9742131418169]"
"[-21.1677694, 55.2881932]"
"[38.6529545, -90.24111656024635]"
"[13.8250489, -60.975036]"
"[27.3900897, -80.457904]"
"[35.6611745, -109.09743882514614]"
"[27.7703796, -82.6695085]"
"[18.3707934, -64.9357045]"
"[44.5005626, 4.6263047]"
"[43.2727191, 6.6405225]"
"[24.1706517, -76.44158813441913]"
"[40.5834557, -74.1496048]"
"[40.5834557, -74.1496048]"
"[34.4099523, -119.68578867181043]"
"[39.35717335, -74.41885988684635]"
"[-46.986719699999995, 167.88213801660544]"
"[34.2592487, 5.9150387]"
"[-34.368333, 21.411111]"
"[43.4636804, -73.6876177]"
"[36.5648881, -121.9416932]"
"[38.5466308, -123.2980728]"
"[37.9008084, -122.6450801]"
"[-32.844154849999995, 151.86571447066012]"
"[-32.844154849999995, 151.86571447066012]"
"[-32.85106, 151.96307]"
"[-12.470211299999999, 130.84962034717023]"
"[-27.875362199999998, 153.41833600968351]"
"[38.111037350000004, 15.578644450383997]"
"[-31.755556, 18.227222]"
"[52.49024, 4.94093]"
"[43.0131133, -70.91799461521902]"
"[-32.73812475, 134.6157553886796]"
"[38.111037350000004, 15.578644450383997]"
"[44.4214041, 5.6107574]"
"[-34.789385, 20.023136480492216]"
"[27.2256486, -80.2202114]"
"[27.2256486, -80.2202114]"
"[27.197983, -80.2519175]"
"[32.770151, -79.83133553033889]"
"[24.664590500000003, -81.44705548790323]"
"[24.8393694, 125.28054016099229]"
"[-29.838031100000002, 31.03580280996583]"
"[-34.1443006, 18.437119]"
"[33.880728, -78.512231]"
"[33.7179231, -118.0706056]"
"[32.7305, -117.2532]"
"[32.7305, -117.2532]"
"[47.0888165, -88.5156785]"
"[27.9072099, 34.3273466]"
"[-7.2459717, 112.7378266]"
"[-34.67633885, 150.85455902996785]"
"[39.6587349, -74.168292]"
"[54.4128417, 10.2298127]"
"[-33.976757, 114.9859179]"
"[28.9444142, -95.2888257]"
"[28.9444142, -95.2888257]"
"[33.6060031, -78.9730887]"
"[33.7277956, -118.0822856]"
"[33.5507649, 135.4946824]"
"[42.4699241, -70.9171507]"
"[-31.9319845, 115.9190544]"
"[-24.9290409, 27.166373981480746]"
"[26.62014975, -77.85886545547146]"
"[-33.8548157, 151.2164539]"
"[29.990410750000002, -95.6959449271832]"
"[36.590348649999996, 27.84123911338265]"
"[18.2954949, -93.8613362]"
"[-23.9603686, -46.3847024]"
"[60.174347, 12.7032261]"
"[-8.5392306, 115.1265683]"
"[-33.8916667, 18.4597222]"
"[-35.432468650000004, 150.41291504310607]"
"[-17.68734395, -149.44516811423745]"
"[-41.2847441, 173.23634092191816]"
"[-41.28218685, 173.23357836805957]"
"[22.6154312, 121.0073358]"
"[-36.7878213, 174.7729913]"
"[-28.1401272, 153.428695]"
"[-28.669747299999997, 153.62080870521265]"
"[-18.1553985, 49.4098352]"
"[-18.0871093, 178.4403949]"
"[27.6886419, -82.5723193]"
"[22.2329889, -97.8614802]"
"[25.165974, 121.40751949775115]"
"[38.0626234, -75.9954899]"
"[-39.2711067, 174.154795]"
"[-37.07817, 175.55499]"
"[-35.0715746, 150.7828872947839]"
"[36.0127749, -5.6048873]"
"[-42.9441366, 147.3501651]"
"[15.26645025, -23.72273385069002]"
"[-43.23873035, 148.00284103094785]"
"[-36.7284498, 149.9850271]"
"[-35.2813255, 174.295392]"
"[-37.6859006, 176.167505]"
"[14.0263471, 121.5918364]"
"[28.6168661, -17.882737183343842]"
"[-36.1725253, 174.6243382]"
"[-17.8035396, -149.2133049]"
"[50.55651505, -3.5003257456980137]"
"[22.2640637, 114.13003]"
"[25.8975832, -81.55702826684407]"
"[28.2935785, -16.621447121144122]"
"[28.4151878, -16.5527258]"
"[-33.43083205, 151.4474949465191]"
"[-17.0162552, -149.5897766]"
"[-26.3920057, 153.0391832]"
"[29.396013, -94.9175485]"
"[-33.86822585, 151.2152386947114]"
"[35.4877251, -87.3366845]"
"[-39.4340588, 176.4107108]"
"[40.6248003, -74.0552553]"
"[53.3549463, -6.2464207]"
"[-34.3164691, 150.918932]"
"[-28.1141667, 153.4692436]"
"[43.7538914, -74.8688765]"
"[-33.9091667, 18.3955556]"
"[-19.3050362, 146.6936101]"
"[-32.9147339, 151.7599966]"
"[32.0335445, -81.0498342]"
"[-10.578645850000001, 142.21892059042744]"
"[-10.578645850000001, 142.21892059042744]"
"[-36.3160135, 174.7899404]"
"[34.0585935, -117.9506934]"
"[20.760939399999998, 107.06400184790971]"
"[25.94834315, -81.74287971279435]"
"[45.9465254, -123.9933921]"
"[-27.5180051, 153.1926266]"
"[-29.4427222, 31.2404272]"
"[49.1538091, -125.9075155]"
"[38.2139865, -122.9747413]"
"[-32.7165733, 152.1870489]"
"[-29.560833, 31.122222]"
"[34.03881025, -118.58250794885362]"
"[34.3651685, -77.6305293]"
"[34.443730900000006, -77.53021869456106]"
"[42.18814, 14.540819]"
"[40.2975499, 17.74493]"
"[-10.416667, 142.166667]"
"[-41.23911785, 174.23069476301328]"
"[40.7619581, -73.9600494]"
"[-18.959093699999997, -179.80972654585418]"
"[-19.2569391, 146.8239537]"
"[26.6774884, -77.2895287]"
"[-42.504035, 147.9139308]"
"[-30.88023, 153.04882]"
"[45.6496485, 13.7772781]"
"[-31.8773458, 115.75158325035815]"
"[8.576425, 81.2344952]"
"[41.0542911, -124.1409023]"
"[41.0543691, -124.1518647]"
"[41.0636467, -124.1506596]"
"[-16.7924771, 145.6949167]"
"[13.06264, 80.27269]"
"[32.896672, 13.1777923]"
"[-21.0900726, 55.4117146]"
"[17.7801832, -101.7212243]"
"[17.7801832, -101.7212243]"
"[7.4169444, 151.7819444]"
"[41.993437, -70.0497457]"
"[-28.7446904, 30.2224445]"
"[-27.783668, 153.01080044307153]"
"[36.7681599, -82.2656951]"
"[37.35564545, -122.40101627412392]"
"[-41.15761075, 146.2410604880605]"
"[18.3224544, -64.8415291]"
"[33.5822206, -84.2119996]"
"[8.8052602, 78.1452745]"
"[-18.6642146, -174.0307845]"
"[-28.3037939, 153.5700073]"
"[-28.181708, 153.5469621]"
"[31.9987321, -80.8469427]"
"[-38.2176813, 141.7816196]"
"[39.9999743, 11.9999826]"
"[36.1980681, 29.8480036]"
"[20.6905649, -156.44368731156294]"
"[-30.0225, 30.9125]"
"[-29.4773106, 31.2181265]"
"[-31.4642608, 27.213629]"
"[-29.73, 31.0827778]"
"[-33.5177778, 151.3094444]"
"[-30.206389, 30.796111]"
"[25.1577438, 55.2034201]"
"[-30.7233333, 30.4611111]"
"[-29.005245000000002, 30.66757215304989]"
"[-29.7574148, 29.4374703]"
"[-30.4983386, 153.0166289]"
"[34.6198794, 134.1603052]"
"[16.0965571, -86.94340193880814]"
"[19.9486401, -76.5888215]"
"[-30.8444444, 30.3866667]"
"[39.4697065, -0.3763353]"
"[27.3037995, -80.2905888]"
"[-15.897936699999999, 167.30909894268805]"
"[44.3592996, 8.5753273]"
"[-15.4407385, -60.86790162385799]"
"[-32.785556, 18.180556]"
"[33.97996005, -118.46878181253348]"
"[33.97777045, -118.46906828265944]"
"[50.594976, -1.2029747]"
"[34.4458248, -119.0779359]"
"[-22.2212638, -49.8243021]"
"[-8.5483224, 125.5687229]"
"[19.333333, -96.666667]"
"[27.6387163, -80.3975399]"
"[27.5561462, -80.3686621]"
"[43.8672392, 10.2506055]"
"[-34.0055872, 22.5497448]"
"[29.9188576, -81.2928499]"
"[19.1829383, -96.1244196]"
"[17.5258302, 120.38480296116765]"
"[36.8529841, -75.9774183]"
"[36.836937, -76.074428]"
"[51.9747711, 104.1047099]"
"[45.3483902, 14.3200644]"
"[-5.2805938, 150.0117016]"
"[29.0533409, -81.1310761]"
"[29.0533409, -81.1310761]"
"[10.3486485, 107.0765028]"
"[27.7577335, -80.39849551756008]"
"[20.9208377, -156.4956999]"
"[20.9054705, -156.4869319]"
"[20.9054705, -156.4869319]"
"[-44.2668371, -176.2416286]"
"[-38.6717079, 178.0184882]"
"[21.2793568, -157.8285713]"
"[21.2793568, -157.8285713]"
"[19.93970275, -155.7890169517233]"
"[20.68256325, -156.4431133209012]"
"[20.6871749, -156.4390415]"
"[-5.9648434, 150.7034946]"
"[-39.0028236, 174.2364324]"
"[33.8487836, -78.5747337]"
"[-35.59716575, 138.51337415192572]"
"[19.28988935, 166.64921739111432]"
"[34.6905664, -77.0786332]"
"[-31.9902778, 152.5633333]"
"[-32.21646425, 152.4793789497159]"
"[27.3407128, -80.2375881]"
"[-22.9542501, 14.5074577]"
"[-33.431813, 151.4427676]"
"[-34.04244975, 151.16314835349715]"
"[-39.9324904, 175.0519306]"
"[-30.0819444, 30.8658333]"
"[-30.0701594, 30.8744359]"
"[-38.3826241, 142.4814191]"
"[-3.35, 40.0166]"
